Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
1998-12-23,0.42853581398492047,2.388694988925666,2.060549917491139,1.4637698469493365,2.2223136784710107,1.7299167262811999,1.0447855279867024,2.36098656391337,-0.41994809682193157
1998-12-24,1.8160304037675878,-0.17286089006178784,-0.5277057100844029,0.6583250669065066,0.6086446056402295,1.3106347505300597,2.2753184539404003,-0.3816798526700804,1.824386113435894
1998-12-28,-0.9039001897409804,-0.5783706116848641,-0.5305052229692908,-1.3210127890638024,-1.467018974779366,0.5194816877103658,-0.8746411442868585,0.28639637714289456,-0.51786754784513
1998-12-29,2.1557721074978886,2.1802355272486196,0.9924078448270368,1.0582105123690955,2.1925360628965773,1.4148145966027315,1.8136239549937816,0.28557849013579606,1.6478230732384525
1998-12-30,-0.8328424106481602,-0.6262474210272817,-1.5257424423633204,-0.3955227902117997,-0.8469500113573947,-0.448000749297206,-0.2879771355526195,-0.3809528416667707,-0.8205174239185098
1998-12-31,-0.11954574047736699,-0.745202646051446,-0.13377928416598017,-0.9290093754357187,1.0876240144138904,0.8304103931375373,1.146965878394779,-0.38240964384033127,-0.36109803019575004
1999-01-04,-0.5998818229253633,-0.8087854601698918,-0.06694863918124128,0.0,-0.24067400305649578,-1.4093763075859744,-1.2190987359246286,1.1428695823622714,-1.6150453198002346
1999-01-05,1.6706832501725888,0.751231501746652,-0.5372745861922823,0.9290093754357187,1.554125721121169,2.043493841430699,2.4234970845458115,2.5246782734783757,1.2007516410387886
1999-01-06,2.8006497908218186,1.2017312004017011,3.2463848488174296,3.121188572717326,1.6470960595924566,2.12640907534416,1.7452534428947342,2.9119436893228823,1.032533630711585
1999-01-07,-0.11514106050420914,-1.1441772419784613,-0.45735967673068423,1.5248066699939056,-0.46783711061006983,-0.8701111452736221,-0.764166386468812,-0.31439504899681836,-0.3601816011440384
1999-01-08,0.11514106050420914,-0.40357506491282,0.45735967673068423,0.6285326660562252,1.2234350095054136,0.7462721201589417,3.3599403291452834,0.40404095370050186,0.5654151133809293
1999-01-11,-0.5191749540364832,-2.0426738824360857,-1.9085723634386653,-1.5151705117556702,0.2313477029530553,-0.9337135995939772,0.20208008266857647,0.9808371098520396,-2.70146280975343
1999-01-12,-2.637136148270036,-0.7694622161042552,-1.5400452436782786,-2.8389090595535293,-0.4052103952570718,-1.1953586812941897,-2.5904652332042755,-2.7435946181833426,0.052639006088295304
1999-01-13,0.4739345363896419,0.17809443709948525,-1.4956091153650153,-1.3175417245701038,-0.9324076875123488,-2.5642430613337375,-2.2347298691996365,-0.04561003499823357,0.6818868096650554
1999-01-14,-2.2714664582531796,-1.9162262978164257,-1.9364367181791131,-2.5521809955594055,-0.8230499136515412,-0.45558165358605685,-1.7094433359300165,-1.378064986875227,-1.686913905365639
1999-01-15,1.261664155332598,1.0823918061010573,1.5246310572873512,2.81708173363171,1.3485985685475654,1.6817990185962195,1.4973628181037757,2.917253363633643,0.47732138561618065
1999-01-19,-0.05972660875421809,-1.1428695823622714,0.0,-0.5304950731177538,2.8138520266430156,-0.19261643194394829,-1.8571960750255911,3.4006367985194963,3.3301724549040124
